iteration,level,test_mean_reward,test_mean_episode_length,test_success_rate
40000,9,-4.774449069213046,245.52,0.0
100000,9,-4.083554973084565,408.78,0.0
160000,9,-6.647931800054928,398.06,0.0
220000,9,-6.077617811100899,383.62,0.0
280000,9,-7.895836443348555,664.54,0.0
340000,9,-6.739426563024581,556.32,0.0
400000,9,-1.2956134845780292,567.32,0.08
440000,9,-1.5912993213043212,438.46,0.0
500000,9,0.35260250848778335,484.0,0.12
560000,9,-1.507264494184763,444.6,0.0
620000,9,-1.1960705343854448,444.38,0.0
680000,9,-0.8554326698887997,506.62,0.06
740000,9,2.7054923288704695,599.66,0.34
800000,9,4.512682285463549,688.84,0.52
860000,9,2.7623964461116355,542.74,0.34
900000,9,1.4383960886324691,466.86,0.22
960000,9,0.324249556122769,420.8,0.12
1020000,9,0.7763062201226498,556.26,0.18
1080000,9,2.982055095043034,587.66,0.36
1140000,9,3.022378016812863,601.06,0.36
1200000,9,0.49123885013653273,496.94,0.14
1260000,9,0.36839645230431084,481.52,0.12
1300000,9,-0.9746702221021224,459.52,0.04
1360000,9,-0.5392789881810759,484.04,0.06
1420000,9,0.020487207487548037,530.6,0.12
1480000,9,-1.5659339770832637,556.42,0.06
1540000,9,-0.26271597693989013,516.06,0.1
1600000,9,0.5357447718803312,482.02,0.12
1660000,9,0.9107147304017927,523.0,0.16
1720000,9,-1.6274896881682455,507.34,0.04
1760000,9,0.7937679133880104,546.58,0.18
1820000,9,2.2042015500790577,545.08,0.26
1880000,9,-1.1284631754182726,508.2,0.1
1940000,9,2.381280920711935,504.9,0.26
2000000,9,2.138336078187627,482.62,0.22
2060000,9,2.398219854407367,463.26,0.24
2120000,9,0.2791757162425523,447.68,0.06
2160000,9,-0.29138600579951235,494.18,0.08
2220000,9,2.1857550603042224,458.94,0.22
2280000,9,1.2521957107168966,424.16,0.14
2340000,9,0.04664248142894846,425.76,0.06
2400000,9,0.2352358108491609,417.04,0.06
2460000,9,-0.05491735040008368,374.04,0.04
2520000,9,0.4521711544861688,376.5,0.08
2580000,9,-0.013554919797838271,368.48,0.04
2620000,9,0.3040186736548054,403.02,0.06
2680000,9,0.6068385393634492,442.68,0.08
2740000,9,0.5281811684489639,431.24,0.08
2800000,9,0.9060408749685227,442.66,0.12
2860000,9,1.0961008082845496,442.38,0.14
2920000,9,1.0253282164444544,437.6,0.12
2980000,9,-0.41741399575383253,414.44,0.0
3020000,9,-0.05712243299443827,415.0,0.04
3080000,9,0.8942447406115619,420.54,0.12
3140000,9,0.5599613414127427,432.44,0.08
3200000,9,0.5223830060835776,425.06,0.08
3260000,9,-0.034175838283905295,412.16,0.04
3320000,9,-0.28280697954964534,418.92,0.02
3380000,9,-0.03195792417999663,422.54,0.04
3440000,9,1.1228331849900544,441.44,0.14
3480000,9,-0.17790088132910328,428.78,0.04
3540000,9,0.009199107039904054,423.66,0.06
3600000,9,0.4000292365001155,452.68,0.1
3660000,9,0.33691558833302904,448.56,0.08
3720000,9,0.6942993768185048,473.46,0.12
3780000,9,0.6768214250714881,460.26,0.1
3840000,9,1.6475043816130883,462.0,0.18
3880000,9,2.0667684366738657,462.82,0.22
3940000,9,1.9982403464581782,450.64,0.22
4000000,9,0.912648062254065,431.7,0.12
4060000,9,1.1387183933172131,450.88,0.14
4120000,9,0.3097874267629676,416.54,0.06
4180000,9,1.1409012667551846,435.08,0.14
4240000,9,0.5670229622651628,445.08,0.1
4300000,9,0.10221024508585334,431.64,0.06
4340000,9,0.3822732895004807,425.82,0.1
4400000,9,-0.02194023568637604,421.34,0.06
4460000,9,0.3585082449099759,428.88,0.1
4520000,9,0.18716492554458317,436.26,0.08
4580000,9,0.07174468554353189,444.04,0.06
4640000,9,-0.308436592240871,442.72,0.04
4700000,9,0.9830081878272303,444.12,0.14
4740000,9,0.05334943675485016,440.46,0.08
4800000,9,0.4018551259029831,455.28,0.1
4860000,9,0.6809129218112391,423.3,0.12
4920000,9,0.5006578766386273,432.86,0.12
4980000,9,1.2680630309644179,443.28,0.16
5040000,9,1.1159720067478878,420.2,0.14
5100000,9,1.2913542600858494,427.92,0.16
5160000,9,-0.0693889332688118,409.22,0.04
5200000,9,0.09132869150282785,420.08,0.06
5260000,9,0.2724176348945825,416.34,0.08
5320000,9,-0.038974514788490545,411.4,0.06
5380000,9,0.14217028939103712,409.28,0.08
5440000,9,-0.032765806047643765,422.9,0.06
5500000,9,0.09215040519501919,422.66,0.06
5560000,9,1.4145107525637723,424.06,0.18
5600000,9,0.1530964071622405,414.2,0.08
5660000,9,0.9441671226958196,427.66,0.14
5720000,9,-0.3426605120692553,413.1,0.04
5780000,9,-0.5552975145537907,401.14,0.02
5840000,9,-0.42729312840020856,395.4,0.02
5900000,9,-0.39323278396715716,388.24,0.02
5960000,9,-0.41711508077551174,385.02,0.02
6020000,9,-0.4964037520373264,386.08,0.02
6060000,9,-0.18012763841500878,397.82,0.04
6120000,9,-0.5141874301361613,389.74,0.02
6180000,9,-0.24633800666232694,392.22,0.04
6240000,9,-0.8147658955599781,386.22,0.0
6300000,9,-0.6083259332535467,383.92,0.0
6360000,9,-0.6719106311602612,390.36,0.0
6420000,9,-0.647167517733589,388.12,0.0
6460000,9,-0.609877107770222,385.58,0.0
6520000,9,-0.17130088841152954,395.06,0.04
