iteration,level,test_reward,test_episode_length,test_successful
40000,0,-1.4578444119384497,226,False
40000,0,-4.048069045213268,233,False
40000,0,-1.6241461155438837,226,False
40000,0,-0.8534684256765146,227,False
40000,0,-3.710348061409853,250,False
40000,0,-1.481634076286753,226,False
40000,0,-4.17557580864673,235,False
40000,0,-1.5114912752403544,225,False
40000,0,-1.44447700858171,226,False
40000,0,-4.198621814373296,236,False
40000,0,-4.511934510733736,231,False
40000,0,-1.8510980063363665,226,False
40000,0,-4.5104305826590005,231,False
40000,0,-4.057522807788639,236,False
40000,0,-1.1983499469741556,226,False
40000,0,-4.5000053147446115,229,False
40000,0,-4.338767538374558,231,False
40000,0,-4.009969130848721,233,False
40000,0,-4.082541251135871,242,False
40000,0,-4.239559393599269,236,False
40000,0,-4.53161680099391,231,False
40000,0,-0.8805268962737584,227,False
40000,0,-4.420424994580912,232,False
40000,0,-1.3719537243104138,225,False
40000,0,-1.8767485448529664,226,False
40000,0,-1.0745800966992551,226,False
40000,0,-1.0558487374704386,226,False
40000,0,-4.003971692647092,246,False
40000,0,-1.1424969051870226,227,False
40000,0,-3.7721410949409124,233,False
40000,0,-4.430563219583936,230,False
40000,0,-3.7841810741967503,234,False
40000,0,-4.15216032323527,239,False
40000,0,-4.10322395446839,234,False
40000,0,-4.207199595229785,236,False
40000,0,-4.29829980751481,229,False
40000,0,-1.6693016468084574,226,False
40000,0,-4.537311033526765,231,False
40000,0,-1.5380213379014531,225,False
40000,0,-4.172821663670608,237,False
40000,0,-3.9053464272377765,233,False
40000,0,-4.271059890103009,230,False
40000,0,-1.4769689353290116,226,False
40000,0,-3.739862505300827,234,False
40000,0,-3.934167982113946,239,False
40000,0,-4.1337152689337096,237,False
40000,0,-3.885565381002004,249,False
40000,0,-4.204366169598673,239,False
40000,0,-4.083155734956691,235,False
40000,0,-3.9892569998158396,237,False
100000,0,-1.4787683607542057,238,False
100000,0,-4.2874995986809,234,False
100000,0,-4.3162789963379735,234,False
100000,0,-1.3679758290086537,229,False
100000,0,-3.7815727121843867,234,False
100000,0,-1.4827265798640998,256,False
100000,0,-4.194845377391369,238,False
100000,0,-3.9372800043180307,241,False
100000,0,-2.0099647839634116,241,False
100000,0,-1.6704621944081768,261,False
100000,0,-4.106024652661141,239,False
100000,0,-4.076678756431341,243,False
100000,0,-4.477949455047385,229,False
100000,0,-1.5678842633208623,226,False
100000,0,-1.5383151326791182,242,False
100000,0,-1.4511532515064585,253,False
100000,0,-3.9089599083964077,245,False
100000,0,-4.174657775524289,238,False
100000,0,-3.718638085729403,250,False
100000,0,-3.775149077555992,244,False
100000,0,-4.291196931996848,232,False
100000,0,-4.072752281644183,235,False
100000,0,-3.862532029916557,233,False
100000,0,10.736081025052675,434,True
100000,0,-1.7068744511546603,266,False
100000,0,-1.6353509035363474,239,False
100000,0,-1.529709087299185,239,False
100000,0,-0.92400762279741,249,False
100000,0,-4.157138082724136,237,False
100000,0,-3.950211827322062,313,False
100000,0,-1.6235702917925314,226,False
100000,0,-4.446822575549275,230,False
100000,0,-3.9067912636869804,233,False
100000,0,-4.195827463933049,236,False
100000,0,-0.35675367563242977,248,False
100000,0,-6.559478300803926,360,False
100000,0,-4.2492028630169045,365,False
100000,0,-1.4903954107475816,244,False
100000,0,-1.5390672169140338,238,False
100000,0,-1.2285223874599969,228,False
100000,0,-1.664577540277355,258,False
100000,0,-1.407665968935338,265,False
100000,0,-0.8712617980713779,251,False
100000,0,-1.9364867588372863,241,False
100000,0,-1.4207188522678993,245,False
100000,0,-1.5194736981118302,239,False
100000,0,-1.531352411033486,254,False
100000,0,-1.3027407970932496,229,False
100000,0,-1.784157421581205,263,False
100000,0,-1.6025180930449279,256,False
160000,0,-1.448245407411386,242,False
160000,0,-1.532845714663599,261,False
160000,0,-0.35509529734714007,250,False
160000,0,-3.793075047156397,249,False
160000,0,-1.5261900064606575,238,False
160000,0,-4.341653119854421,235,False
160000,0,-3.9672563219005714,233,False
160000,0,-1.5444024598483017,259,False
160000,0,-1.5946859364724506,237,False
160000,0,-1.4350677759221693,231,False
160000,0,-1.6867763486003131,229,False
160000,0,-3.999482187597603,247,False
160000,0,-1.7077921560945386,263,False
160000,0,-1.5082637364970022,253,False
160000,0,-4.17416985920336,236,False
160000,0,-1.8802352016684378,241,False
160000,0,-1.5285247394193657,253,False
160000,0,-1.4439576115684332,236,False
160000,0,-4.1879579848283095,238,False
160000,0,-1.6884046499150336,226,False
160000,0,-6.591143013480172,366,False
160000,0,-1.5599461038849065,257,False
160000,0,-1.9249379577597605,261,False
160000,0,-1.5969162719451928,239,False
160000,0,-1.6237635513685023,255,False
160000,0,-1.7757100118945712,265,False
160000,0,-0.8683442749866486,251,False
160000,0,-4.323055956978549,234,False
160000,0,-4.334852249356113,232,False
160000,0,-0.906490307006779,247,False
160000,0,-3.9573951087251737,242,False
160000,0,-4.120062124907058,240,False
160000,0,-3.9406157611440227,239,False
160000,0,-1.503732460702699,232,False
160000,0,-1.7787560197380599,267,False
160000,0,-4.207617568289142,236,False
160000,0,-4.46778038825955,230,False
160000,0,-3.9622217811299594,234,False
160000,0,-4.516628327781431,230,False
160000,0,-1.7075367316252028,261,False
160000,0,-1.6230835305443916,266,False
160000,0,-1.7221973228931224,264,False
160000,0,-3.462330479761155,319,False
160000,0,-3.984873042357317,237,False
160000,0,-1.7359288626312068,261,False
160000,0,-4.293415680689842,368,False
160000,0,-1.6257942970764867,268,False
