iteration,level,test_mean_reward,test_mean_episode_length,test_success_rate
7740000,0,-0.8359076406653269,228.0,0.0
7780000,0,-0.8359076406653269,228.0,0.0
7840000,0,-0.8359076406653269,228.0,0.0
7900000,0,-0.8359076406653269,228.0,0.0
7960000,0,-0.8359076406653269,228.0,0.0
8020000,0,-0.8359076406653269,228.0,0.0
8080000,0,-0.8359076406653269,228.0,0.0
8140000,0,-0.8359076406653269,228.0,0.0
8200000,0,-0.8359076406653269,228.0,0.0
8240000,0,-0.8359076406653269,228.0,0.0
8300000,0,-0.8359076406653269,228.0,0.0
8360000,0,-0.8359076406653269,228.0,0.0
8420000,0,-0.8359076406653269,228.0,0.0
8480000,0,-0.8359076406653269,228.0,0.0
8540000,0,-0.8359076406653269,228.0,0.0
8600000,0,-0.8359076406653269,228.0,0.0
8640000,0,-0.8359076406653269,228.0,0.0
8700000,0,-0.8359076406653269,228.0,0.0
8760000,0,-0.8359076406653269,228.0,0.0
8820000,0,-0.8359076406653269,228.0,0.0
8880000,0,-0.8359076406653269,228.0,0.0
8940000,0,-0.8359076406653269,228.0,0.0
9000000,0,-0.8359076406653269,228.0,0.0
9060000,0,-0.8359076406653269,228.0,0.0
9100000,0,-0.8359076406653269,228.0,0.0
9160000,0,-0.8359076406653269,228.0,0.0
9220000,0,-0.8359076406653269,228.0,0.0
9280000,0,-0.8359076406653269,228.0,0.0
9340000,0,-0.8359076406653269,228.0,0.0
9400000,0,-0.8359076406653269,228.0,0.0
9460000,0,-0.8359076406653269,228.0,0.0
9500000,0,-0.8359076406653269,228.0,0.0
9560000,0,-0.8359076406653269,228.0,0.0
9620000,0,-0.8359076406653269,228.0,0.0
9680000,0,-0.8359076406653269,228.0,0.0
9740000,0,-0.8359076406653269,228.0,0.0
9800000,0,-0.8359076406653269,228.0,0.0
9860000,0,-0.8359076406653269,228.0,0.0
9920000,0,-0.8359076406653269,228.0,0.0
9960000,0,-0.8359076406653269,228.0,0.0
10020000,0,-0.8359076406653269,228.0,0.0
10080000,0,-0.8359076406653269,228.0,0.0
10140000,0,-0.8359076406653269,228.0,0.0
10200000,0,-0.8359076406653269,228.0,0.0
10260000,0,-0.8359076406653269,228.0,0.0
10320000,0,-0.8359076406653269,228.0,0.0
10360000,0,-0.8359076406653269,228.0,0.0
10420000,0,-0.8359076406653269,228.0,0.0
10480000,0,-0.8359076406653269,228.0,0.0
10540000,0,-0.8359076406653269,228.0,0.0
